sentence,label
היא אמורה לחלוף על פני,פלוטו
"מאדים (בלועזית: Mars, מארס) הוא",כוכב
זהו כוכב הלכת החיצוני שמסלולו,הוא
כמו כן הוא כוכב הלכת,הארצי
"למאדים שני ירחים קטנים, פובוס","ודימוס,"
משערים שאלו אסטרואידים שנלכדו על,ידי
סמלו מייצג את המגן והחנית,של
"קוטרו של מאדים 6,721 ק""מ",(כחצי
מאדים משלים הקפה אחת סביב,השמש
למאדים רק רבע מפני השטח,של
כוח המשיכה על פני מאדים,הוא
פני מאדים מלאים במכתשים ומרבית,הקרח
השינוי בגודלם של המדבריות על,פני
ציר הסיבוב של מאדים נטוי,בזווית
האטמוספירה עליו דלילה מאוד וכמות,המים
במאדים נמצא גם ההר הגבוה,ביותר
בנוסף על מאדים נמצא קניון,ואליס
"בזמנים קדומים, כמות אדי המים",באטמוספירה
כוכב מַאְדִּים מוזכר בשם זה,כבר
השם מאדים מתייחס לצבע האדום,של
שם כוכב הלכת מַאְדִּים מתייחס,"לצבעו,"
השיטה המקובלת לתיארוך גאולוגי של,כוכבי
תקופות גאולוגיות פלנטריות נשענות על,ספירת
הנחת היסוד היא שפני שטח,החשופים
על פי שיטה זו הובחנו,על
החוקרים האירופיים מציעים מודל תיארוך,שונה
השמות ניתנים על בסיס מינרלים,פילוסיליקטיים.
החוקרים האירופיים חילקו את הגאולוגיה,של
על פי השיטה האירופית התקופות,הן:.
יכול להיות שעם תחילתה של,פעילות
ייעשה שימוש בתיארוך סטרטיגרפי כמקובל,על
הערכה זו נשענת על תצלומים,בעלי
האטמוספירה של מאדים דקה: לחץ,האוויר
גובהה של האטמוספירה הוא כ-11,"ק""מ."
האטמוספירה של מאדים מורכבת מ-95%,פחמן
ב-2003 נמצאו גם עדויות לנוכחות,של
בשלבי קיומו הראשונים של כוכב,"הלכת,"
מקורו של הפחמן הוא מפנים,של
כיום מולקולות הפחמן נדיפות יותר,ונהרסות
תהליכים אלה לא התרחשו בעבר,כאשר
"המים בתקופה זו התפרקו, וכנראה",רק
"רמז אפשרי לאיבוד המים מהאטמוספירה,",בא
אינטראקציה זו מראה שמאדים מאבד,כל
השאלה המתבקשת היא איך עדיין,בכל
המקורות לחידוש האטמוספירה הם פגיעות,"שביטים,"
החוקרים זיהו סוג של גל,כפול
גלים אלה נוצרים כאשר זרם,אחד
זה יוצר שטף של חלקיקים,הנע
היונוספירה של מאדים מתנשאת לגובה,של
בגובה זה קרינת השמש היא,בעלת
מיפוי גלובלי של היונוספירה אפשר,לבחון
מיפוי האטמוספירה העיד על שינויים,במרחב
במהלך המיפוי הלילי התגלה מארג,מורכב
אחת התגליות הייתה המתאם הגדול,שבין
האזורים בעלי צפיפות האלקטרונים הגדולה,קשורים
על כדור הארץ מצב כזה,אפשרי
רוח השמש העוטפת את מאדים,מאפשרת
האינטראקציה עם רוח השמש מעוררת,(energises)
בשנים 2003 - 2004 מצאו,שלוש
צוות מדענים בראשות מייקל מומה,ממרכז
קבוצה נוספת של מדענים ניתחה,מדידות
והקבוצה השלישית של החוקרים בראשות,ולדימיר
נוכחתו של גז המתאן באטמוספירה,של
"אם הדבר נכון, הוא מצביע",על
"פעילות וולקנית, התנגשויות שביטים, וקיום",חיים
גם על מאדים התגלו תופעות,של
הגילוי שלהם נעשה ב-2004 תוך,שימוש
ציוד זה מאפשר לחקור את,המבנה
התברר שזהירה זו מתרחשת סמוך,למקומות
התגלו 9 פליטת חדשות של,זהירה
בכוכבי הלכת האחרים בהם זוהתה,"התופעה,"
על מאדים התופעה מתרחשת בכיסים,של
הם נגרמים בשל התנגשות חלקיקים,טעונים
עדיין לא ברור כיצד האלקטרונים,מואצים
על כדור הארץ המולקולות הגורמות,לזהירה
מבחינת השינוי האקלימי ארוך הטווח,החוקרים
"על פי אותה גישה, מאדים",נמצא
"בשל נטיית הציר, מאדים נמצא",כיום
שתי קבוצות חוקרים הגיעו למסקנה,שהציר
על פי חישוביה של קבוצה,אחת
בכל מקרה מדובר בתנודות חזקות,מאוד
התוצאה היא תנודות אקלימיות חזקות,בטווחים
ההערכה היא שלפני 5 מיליון,שנים
לחות שהייתה לכודה בקטבים הוסעה,באמצעות
הודות לכך היא יצרה ים,קפוא
אלה כנראה שרידים של קרח,לאורך
מקומות נוספים עשירים בקרח נמצאו,בעמקים
שני הקטבים של מאדים מכוסים,מים
עובדה זו מגבירה את התקוות,לאיתור
מדענים מעריכים שהקרח נמצא ממש,מתחת
זאת משום שחלליות מחקר זיהו,כמויות
מעריכים שכמות המים מגיעה עד,80%
"ככל הנראה, המים הקפואים נמצאים",בעומק
כמות זו של מים מעלה,את
"הממצאים פורסמו בכתב העת Science,",ולצורך
מארס אודיסי גילתה לראשונה עדויות,על
המדענים מצאו כשליש יותר מים,באזור
סלע שכבות שנחקר על ידי,"אופורטיוניטי,"
בכדור הארץ סלעים כאלה נוצרים,בהדרגה
המקפת לסקר מאדים מצאה ב-2008,בשולי
שכבת קרח זו דומה במאפייניה,לשכבת
משום שזמני ההקפה של מאדים,וכדור
זמן המחזור הסינודי של מאדים,נמשך
בזמן זה מרחקו המקסימלי של,מאדים
ב-27 באוגוסט 2003 מאדים הגיע,למרחק
רדיוסו של מאדים גדול פי,2
ב-29 בינואר 2010 מאדים היה,שוב
טלסקופים גדולים יותר איפשרו להבחין,גם
במסגרת תוכנית מארינר האמריקאית שוגרו,מספר
מארינר 3 שוגרה ב-5 בנובמבר,"1964,"
מארינר 4 שוגרה ב-28 בנובמבר,"1964,"
"החל ממרחק 16,900 ק""מ ועד",שעברה
מארינר 6 שוגרה ב־24 בפברואר,"1969,"
מארינר 7 שוגרה ב־27 במרץ,אותה
הן טסו לאורך קו המשווה,והקוטב
שתי הגשושיות צילמו 143 תמונות,בעת
"המרחק המינימלי ממאדים היה 3,550","ק""מ."
"בנוסף, צולם במשימה זו גם",הירח
תוכנית גשושי מארס היא תוכנית,סובייטית
מארס 2 שוגרה ב־19 במאי,"1971,"
ב־27 בנובמבר שחררה את רכב,"הנחיתה,"
מארס 3 שוגרה ב־28 במאי,אותה
"רכב הנחיתה שלה נחת בהצלחה,",אך
מארס 4 שוגרה ב־21 ביולי,"1973,"
מארס 4 לא הצליחה להיכנס,למסלול
מארס 5 נכנסה למסלול בפברואר,"1974,"
מארס 6 שוגרה ב־5 באוגוסט,"1973,"
"היא שחררה רכב נחיתה, ששידר",מידע
מארס 7 שוגרה ב־9 באוגוסט,אותה
"עקב תקלה, רכב הנחיתה שלה",שוחרר
חללית מחקר רוסית מרס 96,שוגרה
מרבית המשימות הרוסיות לחקר מאדים,נכשלו
תוכנית ויקינג האמריקאית כללה שתי,משימות
ויקינג 1 שוגרה ב־20 באוגוסט,"1975,"
היא ביצעה גם סריקות של,פני
באחת הסריקות צולמו באזור הנקרא,סידוניה
ויקינג 2 שוגרה ב־9 בספטמבר,"1975,"
מרס אובזרבר הייתה חללית מחקר,אמריקאית
החללית הייתה אמורה להיכנס למסלול,סביב
לוויין צילום וחישה מרחוק בשם,מרס
הקשר עם הלוויין אבד ב־2,בנובמבר
פאת'פיינדר הייתה נחתת ורכב מחקר,קטן
בנחתת היו מכשירים למדידת האטמוספירה,של
הקשר עם החללית אבד לאחר,מספר
במסגרת תוכנית מרס סרוויור 98,שוגרו
נחתת הקוטב של מאדים (Mars,Polar
ככל הנראה הנחתת התרסקה בעת,הנחיתה.
שוגרה ב-11 בדצמבר 1998 כדי,לחקור
מארס אקספרס היה לוויין המחקר,האירופי
חללית זו נשאה איתה את,הנחתת
הנחתת אבדה כאשר חדרה לאטמוספירת,מאדים.
ב־3 בינואר 2004 נחת במכתש,גוסב
שני הרכבים מצוידים בכלי לשיוף,סלעים
"ב־2 במרץ 2004 הודיעה נאס""א",במסיבת
"פירוש הדבר, שהטמפרטורות ולחץ האוויר",היו
"אין עדויות לקיום חיים, ומכשירי",החללית
לפיכך יש מבין המדענים השותפים,בפרויקט
"שלושה ימים אחר כך, ב־5",במרס
"שני רכבי החלל, שהיו מיועדים",לפעול
בימים אלו (פברואר 2012) 8,שנים
"הרכב התאום שלו, ספיריט, הפסיק",לשדר
"ב-24 במאי 2011 הודיעה נאס""א",על
מקפת לסקר מאדים (Mars Reconnaissance,Orbiter)
MRO נכנסה למסלול סביב מאדים,ב־10
בצילומים שהגיעו נמצאו עדויות להתפרצויות,"וולקניות,"
הגשושית פיניקס שוגרה ב-4 באוגוסט,2007
מטרתה העיקרית של המשימה היא,חקירת
במהלך חודש אוגוסט 2008 בדיקות,מעבדה
"בחודש ספטמבר נתגלה סידן פחמתי,",תוצר
הפניקס תיעדה גם מערבולות על,מאדים
"נאס""א הכריזה רשמית על סיום",המשימה
הגשושית קיוריוסיטי שוגרה ב-26 בנובמבר,"2011,"
אתר נחיתת הגשושית הוא מכתש,גייל.
מטרת המחקר העיקרית של משימת,קיוריוסיטי
לגשושית יכולת לאסוף דגימות קרקע,ולבצע
"בניגוד לפיניקס, לקיוריוסיטי יש יכולת",ניידות.
קיוריוסיטי גדולה פי חמישה ובה,פי
"ב-5 באוגוסט 2012 דיווחה נאס""א",לקראת
"במהלך הנחיתה האוטומטית, נכנסה הגשושית",לאטמוספירה
זהו השלב המסובך והקריטי ביותר,שכונה
בזמן זה בוצעו מספר פעילויות,משולבות
בזמן הנחיתה היה כדור הארץ,מתחת
שני לוויינים קלטו והקליטו את,התשדורות
הדמיית משימה מאוישת למאדים עד,כה
מאדים הוא כוכב הלכת שגורם,להתעניינות
אחת הסיבות לכך היא האפשרות,להאריץ
"עד שנת 2035 מתכוונת נאס""א",לשלוח
עלות מבצע מסוג זה מוערכת,בעד
"ב־14 בינואר 2004, לאחר אסון",מעבורת
כוונת התוכנית הייתה לפתח טכנולוגיה,להקמת
בשנת 2011 בוטלה התוכנית על,ידי
"משימה כזו מציבה מספר אתגרים,",הנובעים
זאת עקב אופי מסלולי כדור,הארץ
חושבים שניתן יהיה לגדל מזון,בחללית
מדידות שנעשו לאחרונה מראות כי,ככל
משערים שניתן יהיה להפיק אותו,על
לא ניתן יהיה לשאת את,הדלק
"לחלופין, מציעה כיום נאס""א להשתמש",בדלק
"הן במהלך הטיסה, שצפויה לארוך",חצי
"נבחנים מספר פתרונות לנושא, כמו",שדה
צבע פניו של מאדים אדום,בשל
כמו כן מבין שבע המתכות,הקדומות
"שמו בלעז הוא מארס (Mars),",משום
שם זה ניתן לו בשל,מראהו
מארס נשאר מזוהה בתרבות עם,מלחמה
במסכת שבת נאמר כי אדם,הנולד
כיוון שמאדים נקשר ליום שלישי,אסר
הקשר בין מאדים לשפיכות דמים,ואלימות
סמלו של מאדים מקורו במיתולוגיה,הרומית
משמש בביולוגיה לציון המגדר זכר,ובאלכימיה
סמלו של מאדים מבוסס על,סמלו
במאה ה-19 הרזולוציה של טלסקופים,השתפרה
בספטמבר 1877 התקרב מאדים לשמש,והיה
האסטרונום ג'ובאני שיאפרלי Giovanni Schiaparelli,השתמש
"במפות הופיעו ""תעלות"" שלימים התבררו",כטעויות
שיאפרלי תיאר את הקוים הללו,במילה
לאנגלית תורגם המושג כ-canals -,תעלות
"ה""תעלות"" דווחו גם על ידי",האסטרונום
התעלות וכן השינויים העונתיים בצבעים,ביססו
אלא שככל שהשתכללו הטלסקופים נצפו,פחות
מאמרים על הביולוגיה של מאדים,הופיעו
הרעיון שכוכב מאדים מיושב היווה,בסיס
בין יצירות אלו נכללים גם,"""כוכב"
"לואיס, ""הרפתקה בחלל"" של פרדריק","בראון,"
"קלארק ו""כדרך בני מאדים"" של",אייזק
נפטון (בלועזית: Neptune ; השם,העברי:
הוא הקטן והמרוחק בין ארבעת,ענקי
"נפטון, הקרוי על שמו של","נפטון,"
האיורים של גלילאו חושפים כי,התצפיות
בשנת 1821 פרסם אלכסיס בוֹבר,(Alexis
תצפיות עוקבות הראו סטייה מהותית,"מהטבלאות,"
בשנת 1843 חישב המתמטיקאי ג'ון,קאוץ'
הוא שלח את חישוביו לסר,ג'ורג'
בשנת 1846 ביצע אורבן לה-ורייה,"חישובים,"
אף על פי שהוא לא,הצליח
"אחרי מספר דחיות, החל צ'ליס,",שלא
"אולם, בינתיים שכנע לה-ורייה את",יוהאן
נפטון נצפה לראשונה בטלסקופ על,ידי
מיקומו היה כ-1° מחישוביו של,לה-ורייה
מאוחר יותר התברר לצ'ליס כי,צפה
בשנת 1998 התגלו המסמכים הרשמיים,של
"לאור הגילוי החדש, החל ויכוח",לאומני
לבסוף התקבלה הסכמה בינלאומית כי,גם
גילוי נפטון הוא אירוע בהיסטוריה,של
מיד אחרי גילוי כוכב הלכת,"החדש,"
ההצעה הראשונה לשם קבוע התקבלה,על
בממלכה המאוחדת הציע ג'יימס צ'ליס,את
"ובצרפת, הציעה פרנסואה אראגו (François",Arago)
לוח השנה הצרפתי הציג ללא,דיחוי
"בינתיים, במקרה נפרד ועצמאי לחלוטין,",ג'ון
"ב-29 בדצמבר 1846, תמך פרדריך",פון
"במיתולוגיה הרומית, היה נפטון אל","הים,"
הדרישה לשם מיתולוגי הסתדרה עם,האטימולוגיה
שמו של כוכב הלכת תורגם,ככוכב
בהודו שמו של כוכב הלכת,הוא
"ב-30 בדצמבר 2009, לרגל סיום",שנת
ההצעה באה בעקבות משמעות השם,נֶפְּטון
השם המקביל לו במסורת היהודית,הוא
כך למשל מתפרש בתלמוד הבבלי,הפסוק
השם רַהַב טעון קונוטציות מיתולוגיות,כמו
"נפטון דומה במידותיו לאורנוס, קוטרו","49,538"
במרכזו ישנה ליבה של ברזל,וסיליקטים
נפטון נע סביב השמש במהירות,של
הטמפרטורה של פני השטח של,נפטון
התצפיות של וויאג'ר 2 גילו,את
הגדול והרחוק שביניהם הוא טריטון,שהתגלה
בניגוד לשאר הירחים הפלנטריים במערכת,השמש
לירח מסלול מסונכרן וקבוע סביב,כוכב
עברו יותר ממאה שנה עד,גילויו
שמו של הירח הוא נראיד,והוא
נראיד בעל צורה לא רגילה,וגופו
בין יולי לספטמבר 1989 גילתה,הגשושית
ובשנים 2002 ו-2003 התגלו חמישה,ירחים
נפטון קרוי על שם אל,הים
* משך זמן סיבוב שלילי,(בארבעת
לנפטון יש מערכת עמומה של,טבעות
"כאשר הן התגלו לראשונה, על",ידי
מבנה הטבעות הפלנטריות של נפטון,די
תצפיות אחרונות משנת 2005 חושפות,כי
נראה כי אחת הטבעות כמעט,"ונעלמה,"
הממצא מראה את המחסור בידע,על
התצפית המתועדת הראשונה של נפטון,התרחשה
מאוחר יותר התברר לג'יימס צ'ליס,כי
מאז גילוי כוכב הלכת אסטרונומים,המשיכו
ירחים רבים הסובבים את נפטון,התגלו
"שיכלול המכשור, הוספת תוכנות המנקות",את
לעבר כוכב הלכת נפטון נשלחה,רק
"משום שנפטון הוא ענק גזים,",אין
וויאג'ר 2 הגיע לקרבה של,"3,000"
הגשושית חקרה את האטמוספירה של,"נפטון,"
ידע רב נצבר במהלך ביקור,וויאג'ר
"בניגוד לכל הציפיות, וויאג'ר 2",חשפה
וויאג'ר 2 גם חשפה את,האנטי
אולם תצפיות שנעשו מאוחר יותר,מטלסקופ
וויאג'ר 2 חשפה את 4,הטבעות
חקר המגנטוספירה גילה כי משך,היום
וויאג'ר 2 גילתה שישה ירחים,הנמצאים
אסטרואיד הוא גוף קטן במערכת,השמש
באוגוסט 2006 הגדיר האיגוד האסטרונומי,הבינלאומי
מלבד קרס (האסטרואיד הראשון שהתגלה,ומאז
ישנם 4 סוגים עיקריים של,אסטרואידים
כמו כן ישנן מספר משפחות,"אסטרואידים,"
אלו ככל הנראה שברים שהתפרקו,מגוף
מקובל לחלק את הגופים הקטנים,לשתי
"המונח ""אסטרואיד"" מתייחס לכל אותם",הגופים
הרכב האסטרואידים מגוון וכולל סלעים,העשויים
מספר אסטרואידים נחשבים לכוכבי שביט,כבויים
דוגמה בולטת הִנה 3200 פאת'ון,הנחשב
כל זמן שהגוף נמצא בחלל,הוא
כאשר אסטרואיד נכנס לאטמוספירה של,כדור
"מטאור בהיר במיוחד מכונה ""כדור","אש"""
מטאוריט הוא אותו חלק של,האסטרואיד
טקטיטים הנם גושי חול ופיסות,מסלע
"אסטרואיד (Asteroid) ביוונית משמעו ""דמוי","כוכב"""
שם זה הוצע על ידי,האסטרונום
בשפות אחרות מקובל לתאר אסטרואיד,כגוף
בעקבות הפחד מפגיעה של אסטרואיד,בכדור
כך לדוגמה התאגד איגוד ללא,מטרות
המטרה של התאגדות זו היא,לפתח
האיגוד מנסה להשלים את המשימה,עד
במקביל מתקיימות תוכניות לגילוי אסטרואידים,שיעזרו
אם התוכניות המוצעות להרחיב את,גילוי
"במקרה זה, הטסת חללית רובוטית",או
שינוי זה מספיק כדי שהאירוע,יהפוך
במצפה הכוכבים על שם וייז,במצפה
שביט או כוכב שביט (באנגלית:,Comet)
השביט נע סביב השמש במסלול,אליפטי
"בקצה האחד של המסלול, חולפים",כוכבי
"השם העברי, ""שביט"" ניתן לגופים",שמיימיים
כוכב השביט אינו פולט אור,מעצמו.
"כדי להראות, עליו להיות קרוב",לשמש.
במרבית השביטים ניתן להבחין רק,באמצעות
חקר כוכבי השביט מאפשר להבין,כיצד
"נכון ל-2011, מוכרים 4,185 שביטים",מחזוריים.
הקרח מורכב לרוב ממים קפואים,בתוספת
כששביט נמצא רחוק מהשמש הוא,אינו
עם ההתקרבות לשמש מתנדף הקרח,ונוצרת
"גרגרי האבק וחלקי ה""חצץ"" שהיו",לכודים
הילת השביט עשויה להגיע לקוטר,של
הגזים בהילה נדחפים מכיווּן השמש,"והלאה,"
כך נוצר זנב השביט מהחומר,שנפלט
החלקים המוצקים נזרקים מגרעין השביט,במהירות
"גרעין העשוי חומר קפוא (קרח,",פחמן
"קומה, שהיא ענן גזי המרחף",סביב
"קוטר הקומה יכול להגיע ל-100,000","ק""מ."
"זנב מרהיב, שהוא החלק המוכר",ביותר
במערכת השמש שלנו מרוכזים השביטים,בעיקר
"לעתים, השפעת כוח הכבידה של",השמש
כשהשביט רחוק מהשמש הוא רק,"""כדור"
כמות הקרינה שמגיעה אליו מהשמש,מזערית
מאחר שהשביט מקבל מעט קרינה,הוא
ככל שהוא מתקרב אל השמש,ומקבל
"השביט מגדל זנב, אותו ניתן",לראות
למעשה לשביט יש שני זנבות:,זנב
זנב האבק יכול להגיע לאורך,של
לאחר כ-500 סיבובים סביב השמש,כמעט
חלק משביטים אלו מתנגשים באסטרואידים,אחרים
השמש מאירה את זנב וקומת,השביט
"בעבר, לא ידעו בני אדם",את
"לפני כ-300 שנים, חקר אסטרונום","אנגלי,"
הוא מצא שכל 76 שנים,בקירוב
היילי החליט שכוכב זה הוא,כוכב
"הוא טען, כי כוכב השביט",ישוב
"בשנת 1758, היילי כבר לא",היה
"מסיבה זו הוא כונה ""שביט","היילי""."
חכמים תקנו ברכה לרואה תופעות,טבע
"[גרם (מלטינית gramma, משקל מועט;",סימול
"הגרם הוגדר במקור כ""משקל האבסולוטי",של
הגרם מוגדר כיום כאלפית מיחידת,מערכת
הגרם היה יחידת הבסיס למסה,בשיטה
"כיום, הגרם הוא יחידת המדידה",הנפוצה
הסימון הקלורי ניתן לרוב עבור,משקל
גרם זהב היא יחידה שמציינת,את
זוהי יחידת חישוב נפוצה עבור,מסחר
"בשוק הפתוח, מחירו של הזהב",נקבע
"במוזיקה, טון הוא מרווח קבוע",בין
טון הוא גם מונח נרדף,"ל""צליל""."
מרווח זה הינו כפול מהמרווח,הקרוי
"במילים אחרות, כל צליל גבוה/נמוך",מהצליל
"מבחינה פיזיקלית, כל צליל גבוה/נמוך",בתדירותו
תוספת של חצי טון (כמו,מ-סי
תוספת של טון (כמו מ-דו,ל-רה)
סנט (מוזיקה) - מאית של,חצי
"בפיזיקה, מַסַה (יוונית עתיקה: μᾶζα)",היא
"מסה מוגדרת בשני אופנים שונים,",אך
מסת התמד: מדד להתמדו של,"הגוף,"
מסת כבידה: כוח הכבידה שהגוף,מפעיל
"בהשאלה, משתמשים בחיי היום-יום במסה",כמספר
"המסה היא גודל בסיסי שממנו,",יחד
יחידת המסה הבסיסית בתקן מערכת,היחידות
"הקילוגרם הוא יחידת מסה שרירותית,",והוא
מסה זו קרובה מאוד למסה,של
"בתורת היחסות המסה שקולה לאנרגיה,",ולכן
המסה היסודית של הגוף היא,מסת
"החוק השני של ניוטון, ,",קובע
"ליחס זה קרא ניוטון ""מסה""",ומצא
"כלומר, כאשר אנו מפעילים כוח",על
הקצב שבו נע הגוף הוא,המהירות
הקצב שבו משתנית המהירות של,גוף
"כאשר נגדיל את הכוח, התאוצה",תגדל
החוק השני של ניוטון קובע,שיש
מספר זה נקרא המסה האינרציאלית,של
"למעשה, המצב יותר מורכב, מכיוון",שנראה
צריך להיעזר גם ב כדי,להגדיר
המסה האינרציאלית היא תכונה המתארת,עד
"בניגוד למסה האינרציאלית, משקלו של",גוף
קל לבני האדם לתפוס את,המסה
כשפיתח ניוטון את חוק המשיכה,"האוניברסלי,"
מסת הכבידה האקטיבית (של גוף,אחד)
אלה שתי המסות שמופיעות בנוסחת,הכבידה
מהחוק השלישי של ניוטון נובע,מיד
